resultados/Constraint__3292.nsp,2.gen_1;3;318;287;0;0,0.060037
resultados/Constraint__6095.nsp,2.gen_1;3;300;257;0;0,0.067405
resultados/Constraint__5404.nsp,2.gen_1;3;255;237;0;0,0.060323
resultados/Constraint__2032.nsp,2.gen_1;3;312;269;0;0,0.059788
resultados/Constraint__817.nsp,2.gen_1;3;309;271;0;0,0.060780
resultados/Constraint__7072.nsp,2.gen_1;3;359;326;0;0,0.059082
resultados/Constraint__6194.nsp,2.gen_1;3;313;313;0;0,0.075254
resultados/Constraint__3422.nsp,2.gen_1;3;298;250;0;0,0.060247
resultados/Constraint__4383.nsp,2.gen_1;3;271;241;0;0,0.060115
resultados/Constraint__4158.nsp,2.gen_1;3;258;258;0;0,0.094755
resultados/Constraint__6051.nsp,2.gen_1;3;270;270;0;0,0.075882
resultados/Constraint__3330.nsp,2.gen_1;3;296;258;0;0,0.063853
resultados/Constraint__6091.nsp,2.gen_1;3;289;289;0;0,0.078700
resultados/Constraint__1589.nsp,2.gen_1;3;300;276;0;0,0.063124
resultados/Constraint__3445.nsp,2.gen_1;3;317;252;0;0,0.062105
resultados/Constraint__5136.nsp,2.gen_1;3;294;269;0;0,0.059295
resultados/Constraint__238.nsp,2.gen_1;3;319;299;0;0,0.068271
resultados/Constraint__1832.nsp,2.gen_1;3;300;244;0;0,0.059166
resultados/Constraint__6363.nsp,2.gen_1;3;315;282;0;0,0.062108
resultados/Constraint__304.nsp,2.gen_1;3;317;305;0;0,0.076353
resultados/Constraint__1482.nsp,2.gen_1;3;322;284;0;0,0.070393
resultados/Constraint__6206.nsp,2.gen_1;3;300;264;0;0,0.061035
resultados/Constraint__1926.nsp,2.gen_1;3;273;273;0;0,0.088369
resultados/Constraint__2229.nsp,2.gen_1;3;258;258;0;0,0.083983
resultados/Constraint__3820.nsp,2.gen_1;3;289;286;0;0,0.076700
resultados/Constraint__5315.nsp,2.gen_1;3;305;261;0;0,0.060447
resultados/Constraint__2127.nsp,2.gen_1;3;229;229;0;0,0.089728
resultados/Constraint__7223.nsp,2.gen_1;3;337;337;0;0,0.164204
resultados/Constraint__1477.nsp,2.gen_1;3;257;235;0;0,0.071703
resultados/Constraint__606.nsp,2.gen_1;3;235;217;0;0,0.059063
resultados/Constraint__26.nsp,2.gen_1;3;302;296;0;0,0.065649
resultados/Constraint__7061.nsp,2.gen_1;3;350;323;0;0,0.059598
resultados/Constraint__4226.nsp,2.gen_1;3;287;251;0;0,0.070286
resultados/Constraint__5977.nsp,2.gen_1;3;282;273;0;0,0.077257
resultados/Constraint__6626.nsp,2.gen_1;3;284;235;0;0,0.060855
resultados/Constraint__3675.nsp,2.gen_1;3;273;235;0;0,0.061430
resultados/Constraint__4543.nsp,2.gen_1;3;279;245;0;0,0.058771
resultados/Constraint__5251.nsp,2.gen_1;3;354;330;0;0,0.058168
resultados/Constraint__4733.nsp,2.gen_1;3;323;323;0;0,0.109088
resultados/Constraint__125.nsp,2.gen_1;3;329;315;0;0,0.067931
resultados/Constraint__1230.nsp,2.gen_1;3;274;274;0;0,0.084223
resultados/Constraint__280.nsp,2.gen_1;3;327;319;0;0,0.063914
resultados/Constraint__4830.nsp,2.gen_1;3;348;348;0;0,0.076702
resultados/Constraint__7203.nsp,2.gen_1;3;305;305;0;0,0.080036
resultados/Constraint__3797.nsp,2.gen_1;3;311;280;0;0,0.059959
resultados/Constraint__3718.nsp,2.gen_1;3;296;248;0;0,0.059180
resultados/Constraint__3852.nsp,2.gen_1;3;308;288;0;0,0.059747
resultados/Constraint__4730.nsp,2.gen_1;3;302;302;0;0,0.082343
resultados/Constraint__1603.nsp,2.gen_1;3;310;310;0;0,0.093733
resultados/Constraint__544.nsp,2.gen_1;3;283;267;0;0,0.059220
resultados/Constraint__4946.nsp,2.gen_1;3;351;333;0;0,0.060933
resultados/Constraint__437.nsp,2.gen_1;3;267;241;0;0,0.059358
resultados/Constraint__1552.nsp,2.gen_1;3;313;313;0;0,0.079374
resultados/Constraint__6959.nsp,2.gen_1;3;291;291;0;0,0.077022
resultados/Constraint__3356.nsp,2.gen_1;3;290;290;0;0,0.089016
resultados/Constraint__3798.nsp,2.gen_1;3;377;377;0;0,0.077200
resultados/Constraint__4936.nsp,2.gen_1;3;329;310;0;0,0.060415
resultados/Constraint__4939.nsp,2.gen_1;3;341;317;0;0,0.066690
resultados/Constraint__3154.nsp,2.gen_1;3;328;304;0;0,0.066815
resultados/Constraint__3406.nsp,2.gen_1;3;298;298;0;0,0.078067
resultados/Constraint__6811.nsp,2.gen_1;3;269;226;0;0,0.060489
resultados/Constraint__5658.nsp,2.gen_1;3;314;292;0;0,0.070110
resultados/Constraint__6487.nsp,2.gen_1;3;276;239;0;0,0.060352
resultados/Constraint__5829.nsp,2.gen_1;3;284;236;0;0,0.059949
resultados/Constraint__2840.nsp,2.gen_1;3;312;312;0;0,0.092463
resultados/Constraint__6612.nsp,2.gen_1;3;281;216;0;0,0.060056
resultados/Constraint__4217.nsp,2.gen_1;3;251;251;0;0,0.093682
resultados/Constraint__1927.nsp,2.gen_1;3;245;245;0;0,0.078145
resultados/Constraint__897.nsp,2.gen_1;3;298;265;0;0,0.061976
resultados/Constraint__4599.nsp,2.gen_1;3;307;307;0;0,0.077652
resultados/Constraint__839.nsp,2.gen_1;3;304;269;0;0,0.060731
resultados/Constraint__3282.nsp,2.gen_1;3;310;263;0;0,0.069966
resultados/Constraint__6645.nsp,2.gen_1;3;298;248;0;0,0.070267
resultados/Constraint__6557.nsp,2.gen_1;3;298;260;0;0,0.067923
resultados/Constraint__507.nsp,2.gen_1;3;344;318;0;0,0.066134
resultados/Constraint__6779.nsp,2.gen_1;3;257;216;0;0,0.066968
resultados/Constraint__1381.nsp,2.gen_1;3;244;219;0;0,0.063297
resultados/Constraint__3594.nsp,2.gen_1;3;263;236;0;0,0.089039
resultados/Constraint__1720.nsp,2.gen_1;3;265;226;0;0,0.062214
resultados/Constraint__3250.nsp,2.gen_1;3;297;263;0;0,0.060918
resultados/Constraint__4891.nsp,2.gen_1;3;329;315;0;0,0.076599
resultados/Constraint__12.nsp,2.gen_1;3;320;305;0;0,0.059591
resultados/Constraint__5416.nsp,2.gen_1;3;258;244;0;0,0.069834
resultados/Constraint__5066.nsp,2.gen_1;3;343;317;0;0,0.068361
resultados/Constraint__6618.nsp,2.gen_1;3;269;269;0;0,0.088361
resultados/Constraint__4584.nsp,2.gen_1;3;296;271;0;0,0.063594
resultados/Constraint__767.nsp,2.gen_1;3;296;279;0;0,0.064518
resultados/Constraint__3647.nsp,2.gen_1;3;305;305;0;0,0.110917
resultados/Constraint__1736.nsp,2.gen_1;3;301;301;0;0,0.094634
resultados/Constraint__619.nsp,2.gen_1;3;277;274;0;0,0.060362
resultados/Constraint__5902.nsp,2.gen_1;3;313;258;0;0,0.059243
resultados/Constraint__1806.nsp,2.gen_1;3;296;296;0;0,0.077957
resultados/Constraint__529.nsp,2.gen_1;3;370;344;0;0,0.060006
resultados/Constraint__2870.nsp,2.gen_1;3;277;249;0;0,0.083662
resultados/Constraint__1159.nsp,2.gen_1;3;255;255;0;0,0.081123
resultados/Constraint__7029.nsp,2.gen_1;3;314;283;0;0,0.060873
resultados/Constraint__5002.nsp,2.gen_1;3;345;345;0;0,0.086570
resultados/Constraint__4588.nsp,2.gen_1;3;282;282;0;0,0.085723
resultados/Constraint__1903.nsp,2.gen_1;3;241;241;0;0,0.096860
resultados/Constraint__7169.nsp,2.gen_1;3;286;267;0;0,0.059606
resultados/Constraint__1288.nsp,2.gen_1;3;288;229;0;0,0.062137
resultados/Constraint__2057.nsp,2.gen_1;3;314;300;0;0,0.059269
resultados/Constraint__6499.nsp,2.gen_1;3;290;256;0;0,0.069633
resultados/Constraint__6907.nsp,2.gen_1;3;242;242;0;0,0.086103
resultados/Constraint__6479.nsp,2.gen_1;3;262;247;0;0,0.059014
resultados/Constraint__40.nsp,2.gen_1;3;364;364;0;0,0.087425
resultados/Constraint__2789.nsp,2.gen_1;3;282;272;0;0,0.061367
resultados/Constraint__5982.nsp,2.gen_1;3;277;277;0;0,0.077397
resultados/Constraint__1555.nsp,2.gen_1;3;264;237;0;0,0.099817
resultados/Constraint__6331.nsp,2.gen_1;3;282;266;0;0,0.068672
resultados/Constraint__4048.nsp,2.gen_1;3;407;407;0;0,0.076754
resultados/Constraint__3815.nsp,2.gen_1;3;338;306;0;0,0.060567
resultados/Constraint__1647.nsp,2.gen_1;3;289;245;0;0,0.063720
resultados/Constraint__6048.nsp,2.gen_1;3;270;270;0;0,0.078810
resultados/Constraint__3636.nsp,2.gen_1;3;249;249;0;0,0.079773
resultados/Constraint__1055.nsp,2.gen_1;3;318;239;0;0,0.092172
resultados/Constraint__4387.nsp,2.gen_1;3;287;236;0;0,0.062093
resultados/Constraint__4594.nsp,2.gen_1;3;337;310;0;0,0.067679
resultados/Constraint__1455.nsp,2.gen_1;3;352;322;0;0,0.071718
resultados/Constraint__3888.nsp,2.gen_1;3;313;304;0;0,0.061753
resultados/Constraint__292.nsp,2.gen_1;3;301;280;0;0,0.063597
resultados/Constraint__681.nsp,2.gen_1;3;264;253;0;0,0.072890
resultados/Constraint__3131.nsp,2.gen_1;3;239;210;0;0,0.071189
resultados/Constraint__6822.nsp,2.gen_1;3;275;231;0;0,0.061154
resultados/Constraint__3385.nsp,2.gen_1;3;284;284;0;0,0.113357
resultados/Constraint__6516.nsp,2.gen_1;3;287;243;0;0,0.071511
resultados/Constraint__4414.nsp,2.gen_1;3;273;222;0;0,0.071745
resultados/Constraint__2335.nsp,2.gen_1;3;262;236;0;0,0.063017
resultados/Constraint__4341.nsp,2.gen_1;3;273;246;0;0,0.082742
resultados/Constraint__5868.nsp,2.gen_1;3;298;298;0;0,0.078047
resultados/Constraint__3934.nsp,2.gen_1;3;352;352;0;0,0.085294
resultados/Constraint__382.nsp,2.gen_1;3;303;286;0;0,0.066284
resultados/Constraint__508.nsp,2.gen_1;3;315;298;0;0,0.065329
resultados/Constraint__3202.nsp,2.gen_1;3;217;198;0;0,0.067025
resultados/Constraint__175.nsp,2.gen_1;3;347;319;0;0,0.061690
resultados/Constraint__3556.nsp,2.gen_1;3;256;256;0;0,0.084556
resultados/Constraint__6581.nsp,2.gen_1;3;263;263;0;0,0.079066
resultados/Constraint__2460.nsp,2.gen_1;3;326;305;0;0,0.060730
resultados/Constraint__1257.nsp,2.gen_1;3;301;250;0;0,0.060417
resultados/Constraint__464.nsp,2.gen_1;3;285;285;0;0,0.087231
resultados/Constraint__3201.nsp,2.gen_1;3;264;236;0;0,0.067569
resultados/Constraint__6849.nsp,2.gen_1;3;275;275;0;0,0.090051
resultados/Constraint__2925.nsp,2.gen_1;3;312;312;0;0,0.151941
resultados/Constraint__229.nsp,2.gen_1;3;332;317;0;0,0.074164
resultados/Constraint__3653.nsp,2.gen_1;3;313;285;0;0,0.075067
resultados/Constraint__93.nsp,2.gen_1;3;340;340;0;0,0.078296
resultados/Constraint__2158.nsp,2.gen_1;3;319;301;0;0,0.072747
resultados/Constraint__5650.nsp,2.gen_1;3;291;291;0;0,0.079526
resultados/Constraint__1426.nsp,2.gen_1;3;253;253;0;0,0.097942
resultados/Constraint__4738.nsp,2.gen_1;3;299;299;0;0,0.082493
resultados/Constraint__2108.nsp,2.gen_1;3;276;276;0;0,0.092765
resultados/Constraint__695.nsp,2.gen_1;3;421;373;0;0,0.075047
resultados/Constraint__164.nsp,2.gen_1;3;340;324;0;0,0.064119
resultados/Constraint__2662.nsp,2.gen_1;3;334;317;0;0,0.062484
resultados/Constraint__1049.nsp,2.gen_1;3;316;316;0;0,0.079392
resultados/Constraint__4136.nsp,2.gen_1;3;299;246;0;0,0.060003
resultados/Constraint__2871.nsp,2.gen_1;3;319;304;0;0,0.061180
resultados/Constraint__5184.nsp,2.gen_1;3;279;269;0;0,0.058385
resultados/Constraint__276.nsp,2.gen_1;3;279;257;0;0,0.070775
resultados/Constraint__2012.nsp,2.gen_1;3;259;259;0;0,0.077724
resultados/Constraint__3301.nsp,2.gen_1;3;295;263;0;0,0.071013
resultados/Constraint__6054.nsp,2.gen_1;3;280;280;0;0,0.076008
resultados/Constraint__1149.nsp,2.gen_1;3;277;241;0;0,0.065075
resultados/Constraint__3704.nsp,2.gen_1;3;260;223;0;0,0.064842
resultados/Constraint__4179.nsp,2.gen_1;3;291;214;0;0,0.061097
resultados/Constraint__4844.nsp,2.gen_1;3;336;336;0;0,0.076853
resultados/Constraint__2819.nsp,2.gen_1;3;306;306;0;0,0.076272
resultados/Constraint__5303.nsp,2.gen_1;3;324;303;0;0,0.074733
resultados/Constraint__5989.nsp,2.gen_1;3;276;227;0;0,0.059963
resultados/Constraint__7201.nsp,2.gen_1;3;279;240;0;0,0.066952
resultados/Constraint__6660.nsp,2.gen_1;3;282;225;0;0,0.062664
resultados/Constraint__3223.nsp,2.gen_1;3;296;259;0;0,0.059613
resultados/Constraint__1103.nsp,2.gen_1;3;245;245;0;0,0.076578
resultados/Constraint__1412.nsp,2.gen_1;3;293;278;0;0,0.068473
resultados/Constraint__6813.nsp,2.gen_1;3;282;237;0;0,0.064908
resultados/Constraint__2788.nsp,2.gen_1;3;299;280;0;0,0.078795
resultados/Constraint__2707.nsp,2.gen_1;3;267;253;0;0,0.062860
resultados/Constraint__1786.nsp,2.gen_1;3;275;275;0;0,0.078341
resultados/Constraint__2902.nsp,2.gen_1;3;300;266;0;0,0.069226
resultados/Constraint__4300.nsp,2.gen_1;3;298;298;0;0,0.076847
resultados/Constraint__3515.nsp,2.gen_1;3;307;260;0;0,0.068304
resultados/Constraint__5783.nsp,2.gen_1;3;317;278;0;0,0.084045
resultados/Constraint__452.nsp,2.gen_1;3;296;296;0;0,0.076676
resultados/Constraint__2157.nsp,2.gen_1;3;333;333;0;0,0.078523
resultados/Constraint__6860.nsp,2.gen_1;3;261;238;0;0,0.110365
resultados/Constraint__4293.nsp,2.gen_1;3;292;292;0;0,0.078527
resultados/Constraint__685.nsp,2.gen_1;3;317;313;0;0,0.072934
resultados/Constraint__6955.nsp,2.gen_1;3;312;245;0;0,0.067244
resultados/Constraint__4002.nsp,2.gen_1;3;314;293;0;0,0.078850
resultados/Constraint__6014.nsp,2.gen_1;3;287;244;0;0,0.059753
resultados/Constraint__1292.nsp,2.gen_1;3;272;272;0;0,0.088116
resultados/Constraint__2464.nsp,2.gen_1;3;324;324;0;0,0.076767
resultados/Constraint__2412.nsp,2.gen_1;3;271;271;0;0,0.075244
resultados/Constraint__1624.nsp,2.gen_1;3;271;227;0;0,0.065179
resultados/Constraint__2901.nsp,2.gen_1;3;327;286;0;0,0.063641
resultados/Constraint__4412.nsp,2.gen_1;3;272;225;0;0,0.059119
resultados/Constraint__2967.nsp,2.gen_1;3;283;261;0;0,0.065585
resultados/Constraint__5793.nsp,2.gen_1;3;279;279;0;0,0.077318
resultados/Constraint__5017.nsp,2.gen_1;3;330;301;0;0,0.069136
resultados/Constraint__6316.nsp,2.gen_1;3;246;230;0;0,0.064247
resultados/Constraint__4137.nsp,2.gen_1;3;296;261;0;0,0.083416
resultados/Constraint__4074.nsp,2.gen_1;3;257;230;0;0,0.067865
resultados/Constraint__7144.nsp,2.gen_1;3;284;284;0;0,0.083313
resultados/Constraint__1454.nsp,2.gen_1;3;338;309;0;0,0.064397
resultados/Constraint__6060.nsp,2.gen_1;3;286;223;0;0,0.069352
resultados/Constraint__893.nsp,2.gen_1;3;296;257;0;0,0.064081
resultados/Constraint__6814.nsp,2.gen_1;3;328;288;0;0,0.060107
resultados/Constraint__5275.nsp,2.gen_1;3;293;293;0;0,0.077483
resultados/Constraint__4954.nsp,2.gen_1;3;341;303;0;0,0.069763
resultados/Constraint__3394.nsp,2.gen_1;3;283;237;0;0,0.063499
resultados/Constraint__4085.nsp,2.gen_1;3;312;312;0;0,0.077629
resultados/Constraint__1500.nsp,2.gen_1;3;299;299;0;0,0.079513
resultados/Constraint__6474.nsp,2.gen_1;3;265;265;0;0,0.080448
resultados/Constraint__3965.nsp,2.gen_1;3;295;295;0;0,0.081949
resultados/Constraint__3674.nsp,2.gen_1;3;254;254;0;0,0.153217
resultados/Constraint__1441.nsp,2.gen_1;3;285;257;0;0,0.081168
resultados/Constraint__2689.nsp,2.gen_1;3;337;337;0;0,0.082681
resultados/Constraint__5767.nsp,2.gen_1;3;277;229;0;0,0.059401
resultados/Constraint__5855.nsp,2.gen_1;3;267;228;0;0,0.079228
resultados/Constraint__5347.nsp,2.gen_1;3;323;323;0;0,0.077488
resultados/Constraint__5909.nsp,2.gen_1;3;328;328;0;0,0.078154
resultados/Constraint__3148.nsp,2.gen_1;3;268;268;0;0,0.092129
resultados/Constraint__3184.nsp,2.gen_1;3;255;234;0;0,0.063771
resultados/Constraint__5061.nsp,2.gen_1;3;320;320;0;0,0.076164
resultados/Constraint__1081.nsp,2.gen_1;3;264;228;0;0,0.070212
resultados/Constraint__6572.nsp,2.gen_1;3;265;265;0;0,0.077322
resultados/Constraint__3805.nsp,2.gen_1;3;326;290;0;0,0.061898
resultados/Constraint__6819.nsp,2.gen_1;3;312;266;0;0,0.087468
resultados/Constraint__4687.nsp,2.gen_1;3;238;238;0;0,0.076563
resultados/Constraint__3108.nsp,2.gen_1;3;319;319;0;0,0.076579
resultados/Constraint__4906.nsp,2.gen_1;3;336;320;0;0,0.059761
resultados/Constraint__6521.nsp,2.gen_1;3;292;270;0;0,0.060549
resultados/Constraint__1138.nsp,2.gen_1;3;256;219;0;0,0.062582
resultados/Constraint__1038.nsp,2.gen_1;3;297;297;0;0,0.078333
resultados/Constraint__5254.nsp,2.gen_1;3;304;269;0;0,0.059490
resultados/Constraint__4310.nsp,2.gen_1;3;282;251;0;0,0.112356
resultados/Constraint__5768.nsp,2.gen_1;3;271;233;0;0,0.060077
resultados/Constraint__6668.nsp,2.gen_1;3;268;268;0;0,0.129180
resultados/Constraint__1359.nsp,2.gen_1;3;308;308;0;0,0.078404
resultados/Constraint__1110.nsp,2.gen_1;3;244;218;0;0,0.068134
resultados/Constraint__5135.nsp,2.gen_1;3;287;272;0;0,0.072556
resultados/Constraint__250.nsp,2.gen_1;3;310;281;0;0,0.068573
resultados/Constraint__4236.nsp,2.gen_1;3;297;297;0;0,0.083292
resultados/Constraint__2423.nsp,2.gen_1;3;369;359;0;0,0.068804
resultados/Constraint__18.nsp,2.gen_1;3;315;301;0;0,0.063274
resultados/Constraint__2347.nsp,2.gen_1;3;302;302;0;0,0.076868
resultados/Constraint__5809.nsp,2.gen_1;3;313;313;0;0,0.077277
resultados/Constraint__5328.nsp,2.gen_1;3;299;283;0;0,0.060242
resultados/Constraint__4043.nsp,2.gen_1;3;294;268;0;0,0.059905
resultados/Constraint__1283.nsp,2.gen_1;3;282;282;0;0,0.086173
resultados/Constraint__353.nsp,2.gen_1;3;288;270;0;0,0.061229
resultados/Constraint__2047.nsp,2.gen_1;3;309;309;0;0,0.083761
resultados/Constraint__1776.nsp,2.gen_1;3;276;276;0;0,0.078799
resultados/Constraint__2525.nsp,2.gen_1;3;326;326;0;0,0.087513
resultados/Constraint__1361.nsp,2.gen_1;3;259;237;0;0,0.059508
resultados/Constraint__4430.nsp,2.gen_1;3;282;282;0;0,0.081315
resultados/Constraint__4778.nsp,2.gen_1;3;300;300;0;0,0.086909
resultados/Constraint__857.nsp,2.gen_1;3;287;253;0;0,0.061720
resultados/Constraint__4726.nsp,2.gen_1;3;342;342;0;0,0.078257
resultados/Constraint__3700.nsp,2.gen_1;3;248;214;0;0,0.067418
resultados/Constraint__2832.nsp,2.gen_1;3;294;294;0;0,0.086153
resultados/Constraint__4337.nsp,2.gen_1;3;312;312;0;0,0.098018
resultados/Constraint__2642.nsp,2.gen_1;3;325;293;0;0,0.061331
resultados/Constraint__1277.nsp,2.gen_1;3;302;235;0;0,0.060377
resultados/Constraint__4659.nsp,2.gen_1;3;355;326;0;0,0.062139
resultados/Constraint__2981.nsp,2.gen_1;3;249;232;0;0,0.068238
resultados/Constraint__1390.nsp,2.gen_1;3;301;301;0;0,0.077757
resultados/Constraint__1095.nsp,2.gen_1;3;278;278;0;0,0.079522
