resultados/Constraint__2446.nsp,1.gen_0;3;336;323;0;0,0.067352
resultados/Constraint__1204.nsp,1.gen_0;3;242;242;0;0,0.115359
resultados/Constraint__3497.nsp,1.gen_0;3;615;456;0;0,0.125548
resultados/Constraint__6539.nsp,1.gen_0;3;294;294;0;0,0.081336
resultados/Constraint__1210.nsp,1.gen_0;3;278;278;0;0,0.099557
resultados/Constraint__5256.nsp,1.gen_0;3;306;303;0;0,0.082882
resultados/Constraint__1769.nsp,1.gen_0;3;300;300;0;0,0.163346
resultados/Constraint__4234.nsp,1.gen_0;3;300;300;0;0,0.113239
resultados/Constraint__4587.nsp,1.gen_0;3;296;296;0;0,0.094507
resultados/Constraint__4536.nsp,1.gen_0;3;332;332;0;0,0.076851
resultados/Constraint__6096.nsp,1.gen_0;3;296;296;0;0,0.101955
resultados/Constraint__6768.nsp,1.gen_0;3;272;272;0;0,0.083600
resultados/Constraint__3247.nsp,1.gen_0;3;296;266;0;0,0.062871
resultados/Constraint__4316.nsp,1.gen_0;3;299;299;0;0,0.165000
resultados/Constraint__6322.nsp,1.gen_0;3;312;312;0;0,0.109618
resultados/Constraint__5901.nsp,1.gen_0;3;307;307;0;0,0.162786
resultados/Constraint__755.nsp,1.gen_0;3;294;273;0;0,0.066159
resultados/Constraint__4028.nsp,1.gen_0;3;345;345;0;0,0.113768
resultados/Constraint__3099.nsp,1.gen_0;3;349;349;0;0,0.094861
resultados/Constraint__4203.nsp,1.gen_0;3;308;308;0;0,0.079398
resultados/Constraint__6222.nsp,1.gen_0;3;309;309;0;0,0.112106
resultados/Constraint__4570.nsp,1.gen_0;3;491;491;0;0,0.075915
resultados/Constraint__7033.nsp,1.gen_0;3;328;328;0;0,0.087241
resultados/Constraint__6.nsp,1.gen_0;3;356;352;0;0,0.062502
resultados/Constraint__1601.nsp,1.gen_0;3;288;288;0;0,0.082012
resultados/Constraint__4263.nsp,1.gen_0;3;275;275;0;0,0.096258
resultados/Constraint__5630.nsp,1.gen_0;3;275;275;0;0,0.076311
resultados/Constraint__136.nsp,1.gen_0;3;340;340;0;0,0.086626
resultados/Constraint__5427.nsp,1.gen_0;3;231;221;0;0,0.064005
resultados/Constraint__5616.nsp,1.gen_0;3;376;376;0;0,0.092366
resultados/Constraint__2987.nsp,1.gen_0;3;263;263;0;0,0.064103
resultados/Constraint__4881.nsp,1.gen_0;3;323;323;0;0,0.082330
resultados/Constraint__4227.nsp,1.gen_0;3;296;262;0;0,0.060093
resultados/Constraint__6827.nsp,1.gen_0;3;280;260;0;0,0.060939
resultados/Constraint__4120.nsp,1.gen_0;3;309;268;0;0,0.071197
resultados/Constraint__7197.nsp,1.gen_0;3;309;309;0;0,0.090589
resultados/Constraint__1509.nsp,1.gen_0;3;326;326;0;0,0.153906
resultados/Constraint__457.nsp,1.gen_0;3;353;353;0;0,0.083810
resultados/Constraint__3133.nsp,1.gen_0;3;305;301;0;0,0.066065
resultados/Constraint__1351.nsp,1.gen_0;3;295;295;0;0,0.077131
resultados/Constraint__4490.nsp,1.gen_0;3;278;278;0;0,0.076959
resultados/Constraint__6261.nsp,1.gen_0;3;313;306;0;0,0.075676
resultados/Constraint__5776.nsp,1.gen_0;3;307;307;0;0,0.077897
resultados/Constraint__6242.nsp,1.gen_0;3;361;343;0;0,0.069212
resultados/Constraint__409.nsp,1.gen_0;3;306;306;0;0,0.085551
resultados/Constraint__6219.nsp,1.gen_0;3;297;297;0;0,0.076282
resultados/Constraint__5808.nsp,1.gen_0;3;297;297;0;0,0.077835
resultados/Constraint__2979.nsp,1.gen_0;3;290;286;0;0,0.063610
resultados/Constraint__1301.nsp,1.gen_0;3;294;294;0;0,0.092675
resultados/Constraint__5777.nsp,1.gen_0;3;302;302;0;0,0.077175
